left,right,weight
17,13,0.295311177882879
17,14,0.2943093264492955
17,15,0.3035321348026528
17,16,0.13862616229400984
17,17,0.36826988368718855
17,18,0.3691742075722499
17,19,0.3662622952279627
17,2,0.3631429840214859
17,20,0.37645977011705545
17,21,0.3645876783026828
17,22,0.3634664298424897
17,23,0.6635668458030789
17,24,0.4938211581949182
17,25,0.3535704889791373
17,26,0.4585025246304175
17,27,0.3623069944592493
17,28,0.3945373917566251
17,29,0.37753388117701897
17,3,0.3565820606901245
17,4,0.3889217938987645
17,5,0.4111096633611703
17,6,0.3302269835113419
17,7,0.3600751494555029
17,8,0.3132819218970084
17,9,0.2651487178018215
18,0,0.2698602086534964
18,10,0.2901120213785541
18,13,0.27161313563153866
18,17,0.3763838459981889
18,2,0.26884111396480737
18,23,0.3624738469001394
18,24,0.3614219290805651
18,26,0.3510954776303195
18,28,0.3987053783793947
18,29,0.34979549327749315
18,3,0.25652217066829025
18,5,0.2777730394334114
18,6,0.2601950625034436
18,7,0.2820666355009145
19,0,0.2709624921010276
19,10,0.31108111713563724
19,11,0.279543221221683
19,12,0.2734532514910097
19,15,0.31666666666666665
19,17,0.3689898173312027
19,18,0.3468296055029819
19,2,0.2728895542929095
19,23,0.3881329957684524
19,24,0.3594410973802773
19,26,0.3684026100428208
19,29,0.35718541096898354
19,3,0.283447076510207
19,4,0.2671318113292997
19,5,0.2618971768374708
19,6,0.2718373927360139
19,7,0.2767320681363579
19,8,0.2872677996249965
2,0,0.4578013677983786
2,10,0.19272669120504146
2,11,0.24413344087931074
2,12,0.18270152695791264
2,14,0.1923076923076923
2,15,0.1958641086724743
2,16,0.2359401819387185
2,17,0.21555656720076946
2,19,0.09859561821652099
2,2,0.3819045591861024
2,21,0.10851817478531198
2,22,0.10124054880469048
2,23,0.18360005867104687
2,24,0.14967739895339974
2,25,0.1037800559449738
2,26,0.12495232657524992
2,27,0.09291599290960116
2,28,0.0934564477453621
2,29,0.1019000539153712
2,3,0.4090030076631561
2,4,0.40946923683840747
2,5,0.4205797151305769
2,6,0.40770541824765344
2,7,0.3766561986477672
2,8,0.3607068262363061
2,9,0.3562365159883071
20,0,0.28563510465242586
20,10,0.2762674592097293
20,11,0.29612930795009984
20,13,0.2884370975556643
20,14,0.2875486793088355
20,15,0.27973495784839114
20,16,0.10943006834690877
20,17,0.3865336510299145
20,2,0.2602846699400853
20,20,0.4033919766139895
20,21,0.3521134284145543
20,23,0.40622381539018987
20,24,0.3628780842339543
20,26,0.3743724834243834
20,3,0.2738537639111753
20,4,0.3177086390275985
20,5,0.3227395045095853
20,6,0.2730514611717953
20,7,0.28507119284224675
20,8,0.28930571161722296
20,9,0.2587841046115789
21,0,0.27435878414602743
21,10,0.2732910858066554
21,11,0.28795920613197906
21,14,0.3029029933473721
21,15,0.2896558939868222
21,16,0.09101089066174796
21,17,0.36464430264239145
21,2,0.2629651640264069
21,21,0.3804737854124365
21,23,0.37418593490711294
21,26,0.3868130236193056
21,28,0.36409654492604027
21,29,0.3667696438103728
21,3,0.28246395817043074
21,5,0.29100638362927483
21,6,0.2773998312175596
21,7,0.2900348324858211
22,0,0.26590121153524066
22,11,0.2960622246788207
22,12,0.2763523138347365
22,13,0.2798497878664384
22,14,0.2731125081760512
22,15,0.2709963064082493
22,17,0.3672455184101034
22,22,0.3834543001453904
22,23,0.3759720085883779
22,24,0.3539563709709904
22,26,0.3752534977815803
22,3,0.28841948637059184
22,4,0.2855126121683769
22,5,0.2729511362913423
22,6,0.2697948971144226
22,8,0.2906171424474552
23,0,0.3628489870416156
23,1,0.2802968243884879
23,10,0.3103632082447546
23,11,0.3818150480912915
23,12,0.2756205375424912
23,13,0.2812398575849048
23,14,0.3088025807516006
23,15,0.2904496518915884
23,16,0.13051924786578686
23,17,0.6227754432640477
23,18,0.35917079194484586
23,19,0.3671878016681437
23,2,0.3496006727273341
23,20,0.384651015315528
23,21,0.37483542895628813
23,22,0.3826670141224579
23,24,0.4066827855763068
23,26,0.4101011526747585
23,28,0.3621199062582827
23,29,0.376018359682352
23,3,0.3746212929952342
23,4,0.38599674411561935
23,5,0.3942251139897445
23,6,0.3239057769733045
23,7,0.30642171268194995
23,8,0.3077072987981395
23,9,0.2822174233141959
24,0,0.318716300459003
24,1,0.2804087209861203
24,10,0.32564186328378475
24,11,0.36635308880936296
24,12,0.2739319386205913
24,13,0.2962788619371489
24,14,0.30471331943483604
24,15,0.3256087012578384
24,16,0.10145188608769162
24,17,0.4850783804697307
24,18,0.36847468650137305
24,19,0.3714342992116088
24,2,0.3099145431845703
24,20,0.3669520495507028
24,22,0.3609188241754405
24,23,0.4065306011784742
24,24,0.4174798535398759
24,25,0.3545778739171805
24,26,0.4200539368491623
24,28,0.3701705433328803
24,29,0.4027238805542885
24,3,0.3234653936028439
24,4,0.3307224302844444
24,5,0.3232104362837578
24,6,0.30592141455836924
24,7,0.33446498773500605
24,8,0.3214237864846304
24,9,0.2731364824314345
25,10,0.2750864790990222
25,11,0.2711872848780209
25,16,0.08958272307116323
25,17,0.3581820190655159
25,2,0.2608895253397467
25,23,0.36524057931372056
25,24,0.3562855873017017
25,25,0.3446604611005097
25,26,0.35066250816366784
25,28,0.3750201076035755
25,3,0.269399244450789
25,4,0.28678534949634976
25,5,0.2650569878804739
25,7,0.31815455584466223
26,0,0.3032838744879485
26,10,0.3381893744522013
26,11,0.3778020617298581
26,12,0.2928308933053958
26,13,0.3170689870858938
26,14,0.3387946857222585
26,15,0.297340969982283
26,16,0.10692899414406984
26,17,0.5000839428745133
26,18,0.35257745720296996
26,19,0.3592921732795862
26,2,0.2922840700752336
26,20,0.38245443631023096
26,21,0.3667454262410763
26,22,0.3794483240071993
26,23,0.4400472587004657
26,24,0.4192408228483268
26,25,0.3478124080921023
26,26,0.4005480547603457
26,27,0.3551552028082047
26,28,0.3498070568779295
26,29,0.3846767133374379
26,3,0.3076880036753033
26,4,0.32655047793051056
26,5,0.4074452380200491
26,6,0.2776584351847421
26,7,0.3049855171402686
26,8,0.2785830975237515
27,0,0.28868080555259856
27,10,0.2913449115297362
27,17,0.3658736036452872
27,2,0.2667053123604573
27,26,0.3649379025296737
27,3,0.2733761078387629
27,6,0.2638648388467951
28,0,0.268056050198892
28,10,0.31164309379249777
28,11,0.30017027813739866
28,13,0.2858723885704076
28,16,0.09744765531654127
28,17,0.3986397818259952
28,2,0.2718373927360139
28,20,0.3420303008380925
28,23,0.3700036109011485
28,24,0.3791880002536466
28,25,0.3623228342980595
28,26,0.3786790848984339
28,28,0.36601935585636397
28,29,0.3623356508443797
28,3,0.2918284324033986
28,5,0.2885220378701607
28,6,0.2764774567194231
28,7,0.3540156376715781
29,0,0.27532328351503715
29,10,0.4041637670195032
29,11,0.29872239401968537
29,13,0.30143587878822475
29,14,0.29855139530310143
29,15,0.25495529430831443
29,16,0.091019132093035
29,17,0.3761417748864556
29,18,0.3462497376382021
29,19,0.3569035593728849
29,2,0.3020261890339474
29,20,0.3423161342606049
29,21,0.3576864780957056
29,23,0.3697693985045856
29,24,0.3707200904428688
29,25,0.35101107950160537
29,26,0.387926619202136
29,28,0.352681080314427
29,3,0.2804729352026558
29,4,0.2808972234226201
29,5,0.2877556133009199
29,6,0.2952847797435955
29,7,0.2868012605854905
29,8,0.2823736592887047
3,0,0.5362095369398641
3,1,0.3650251416033492
3,10,0.1981404446072523
3,11,0.2844734003240532
3,12,0.19538009810280446
3,14,0.1766091664378649
3,15,0.20270490320061432
3,16,0.2675943729389664
3,17,0.21794779593852825
3,18,0.1038445151752517
3,19,0.1128807370117498
3,2,0.4339882170324084
3,20,0.1119337800231334
3,21,0.102881175272685
3,22,0.09952076420683817
3,23,0.20300839369686605
3,24,0.13590234896303416
3,25,0.09689088903054714
3,26,0.1259850633386656
3,27,0.11826176380856113
3,28,0.11461148329129466
3,29,0.1204053681722104
3,3,0.4521091348846501
3,4,0.41344845041859374
3,5,0.3753501367443732
3,6,0.3604414822410653
3,7,0.37224427176033575
3,8,0.4289558726892788
4,0,0.4789978055266072
4,1,0.3687950451438367
4,10,0.22857955477356506
4,11,0.29964145334085995
4,12,0.1948010351538054
4,13,0.19221456326300912
4,14,0.2234065041607162
4,15,0.2127349001127268
4,16,0.19784730982389626
4,17,0.2512350179958599
4,18,0.1047608115511075
4,19,0.0958670976007715
4,2,0.4169887545971794
4,20,0.1702528925143678
4,22,0.13020246539826186
4,23,0.2609662368412725
4,24,0.1545166767236256
4,25,0.10807140694752933
4,26,0.1963586363055155
4,27,0.0937449174592404
4,28,0.08712268038618923
4,29,0.1180201379658156
4,3,0.4596911171663718
4,4,0.3795983783799004
4,6,0.3373168596632337
4,7,0.33805399209624537
5,0,0.4522951700096878
5,10,0.22134701139532545
5,11,0.3380788675174039
5,12,0.19351421445514846
5,13,0.20181891537445898
5,14,0.22954715611006304
5,15,0.1882385452690464
5,16,0.21299103068680986
5,17,0.24667186626286855
5,18,0.09634376986866096
5,19,0.10622676065811484
5,2,0.4322164201540748
5,20,0.14832127010872542
5,21,0.10775034486439736
5,22,0.09514526801279301
5,23,0.230831149548401
5,24,0.1429454023645795
5,26,0.2344755686184801
5,28,0.11380889240180475
5,29,0.12485226358830145
5,3,0.3721585348848531
5,4,0.33716449788360303
5,5,0.4009387560882236
5,6,0.3664646840072716
5,7,0.34610354968235424
5,8,0.345049921827766
5,9,0.3750008469928066
6,0,0.3935388587118684
6,10,0.1978672750599378
6,11,0.2556290382046349
6,12,0.1914644234698607
6,13,0.18844323256925974
6,14,0.1745125192192975
6,16,0.2260342249062282
6,17,0.1998160702655803
6,18,0.09488958742135893
6,19,0.09900303046595736
6,2,0.4372140837606661
6,20,0.10432195381116416
6,21,0.10340812894408254
6,22,0.09666666666666666
6,23,0.14862325875267096
6,24,0.13939443641011318
6,26,0.1393758898751447
6,27,0.09521699825567163
6,28,0.11657837040071155
6,29,0.14542739635700966
6,3,0.35464504580753475
6,5,0.3682413432920763
6,6,0.4023710144445328
6,7,0.3917615046850039
6,8,0.3489970436345181
7,0,0.4134707313506565
7,10,0.2471212574057655
7,11,0.2393636157916739
7,12,0.19292077275639835
7,13,0.22011745373068256
7,14,0.20135893245564668
7,15,0.22408730076258815
7,16,0.2056169913301834
7,17,0.2324214735199259
7,18,0.12220254711192972
7,19,0.10919770613472082
7,2,0.39287494136230383
7,20,0.1256269907934475
7,21,0.1483840644930134
7,23,0.17743037034347522
7,24,0.18521304156071575
7,25,0.11485643785942455
7,26,0.1422330033504065
7,28,0.17570732727351704
7,29,0.11527163295944708
7,3,0.3764796919549844
7,4,0.34250455808497915
7,5,0.34690933107608024
7,6,0.392909818498416
7,7,0.3888888888888888
7,9,0.34
8,0,0.3884170773897593
8,10,0.1982070551294779
8,11,0.2532096952537273
8,13,0.20502748747070276
8,14,0.21399012850003
8,15,0.2690580955375922
8,16,0.1900489151405842
8,17,0.19388005728106547
8,19,0.10648705441797453
8,2,0.3573111663863604
8,20,0.10044436693519873
8,22,0.12693257979019382
8,23,0.14088876627181388
8,24,0.1530952693422928
8,26,0.09121419265234082
8,29,0.11445605075407828
8,3,0.42780554323163866
8,4,0.3466725503470261
8,5,0.34676034623755203
8,6,0.3505008734208201
8,8,0.358178533083331
9,0,0.3532250117773717
9,10,0.202821742969776
9,11,0.18291989050052526
9,13,0.1852566533058896
9,16,0.1952378097841324
9,17,0.09973203980402157
9,2,0.35458699881756234
9,23,0.12335923826433105
9,24,0.13268100553171333
9,5,0.3660208662557318
